,gpu_usage,cpu_1,cpu_2,cpu_3,cpu_4,cpu_5,cpu_6,cpu_7,cpu_8,gpu_temp,cpu_temp,tj_temp,power_tot,power_model,RAM,elapsed_time
95,79.4,45.0,47.0,50.0,46.0,46.0,43.0,38.0,40.0,61.468,64.156,64.781,11235.0,4480.0,0.8262056162912118,95.26992177963257
96,83.4,44.0,62.0,48.0,48.0,53.0,51.0,42.0,50.0,62.125,64.312,64.812,12399.0,5551.0,0.8253689987412062,96.27466917037964
97,96.4,57.0,45.0,63.0,45.0,48.0,49.0,50.0,56.0,61.906,64.625,64.75,12881.0,5311.0,0.8268693212369365,97.2321937084198
98,99.8,54.0,61.0,54.0,44.0,53.0,45.0,43.0,47.0,62.25,64.343,64.781,12118.0,5040.0,0.826526240672887,98.28883266448975
99,56.1,45.0,60.0,37.0,47.0,49.0,40.0,42.0,48.0,61.468,64.312,64.843,11092.0,4320.0,0.8268343893976877,99.35321426391602
100,71.3,57.0,55.0,40.0,56.0,47.0,42.0,47.0,47.0,61.875,64.531,64.843,12519.0,5351.0,0.8269541557036831,100.43394422531128
101,79.6,56.0,62.0,52.0,62.0,54.0,55.0,59.0,46.0,62.218,64.406,64.906,13282.0,5750.0,0.8267253521566045,101.28007578849792
102,99.6,50.0,57.0,40.0,50.0,50.0,49.0,40.0,47.0,62.375,64.718,65.0,12078.0,5040.0,0.826960643045258,102.26713013648987
103,67.1,47.0,58.0,42.0,44.0,59.0,47.0,45.0,46.0,62.343,64.937,64.968,13081.0,5351.0,0.8265871218784347,103.2506651878357
104,48.8,47.0,50.0,36.0,41.0,46.0,46.0,40.0,36.0,61.875,64.531,65.062,11757.0,4320.0,0.8272914974655703,104.29738187789917
105,69.8,56.0,54.0,45.0,44.0,47.0,50.0,41.0,39.0,62.062,64.687,65.093,12198.0,4720.0,0.8268850405645983,105.35756659507751
106,99.6,42.0,50.0,44.0,57.0,45.0,48.0,44.0,44.0,62.562,64.593,65.156,12840.0,5191.0,0.8267984595058891,106.32214117050171
107,64.8,55.0,57.0,62.0,63.0,60.0,62.0,69.0,57.0,62.718,64.875,65.218,13121.0,5670.0,0.8268713173420363,107.2842788696289
108,99.8,49.0,51.0,52.0,55.0,45.0,51.0,57.0,58.0,62.656,64.812,65.156,13282.0,5710.0,0.8271679884625125,108.25418591499329
109,99.8,53.0,45.0,50.0,43.0,43.0,48.0,49.0,59.0,62.593,64.906,65.468,12600.0,5191.0,0.8268503582384872,109.29925417900085
110,25.1,46.0,49.0,41.0,53.0,55.0,50.0,44.0,41.0,62.218,64.75,65.218,11958.0,4840.0,0.8270911384161654,110.26431083679199
111,41.5,44.0,46.0,39.0,50.0,45.0,55.0,39.0,35.0,62.187,64.781,65.281,12118.0,4880.0,0.8271734777515373,111.29707884788513
112,35.3,68.0,48.0,49.0,43.0,44.0,43.0,45.0,42.0,62.25,64.968,65.281,13161.0,5191.0,0.8270923859818529,112.25914907455444
113,36.4,14.0,16.0,16.0,100.0,18.0,17.0,19.0,27.0,61.75,64.843,65.468,9043.0,3009.0,0.8270714268783037,113.28325915336609
